"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
4.534300156E1,4.252102375E0,4.252102375E0,-2.221819162E0
4.534800781E1,3.600879431E0,4.750096321E0,-1.608903527E0
4.535301250E1,2.834734917E0,5.401319027E0,-1.072602391E0
4.535798594E1,2.183511972E0,5.975927353E0,-4.596867263E-1
4.536299219E1,1.379060149E0,6.895300865E0,0.000000000E0
4.536799844E1,5.746083856E-1,8.006210327E0,6.895300746E-1
4.537300313E1,-3.447650373E-1,9.232041359E0,1.187524080E0
4.537800938E1,-1.340752959E0,1.049618053E1,1.838746905E0
4.538298281E1,-2.068590164E0,1.187524033E1,2.336740971E0
4.538798750E1,-2.643198729E0,1.310107136E1,2.796427488E0
4.539299375E1,-2.911349297E0,1.402044487E1,3.524264812E0
4.539800000E1,-2.681505919E0,1.490151119E1,4.443638325E0
4.540300469E1,-2.145204782E0,1.562934875E1,5.477933407E0
4.540801094E1,-1.417367458E0,1.628057098E1,7.086836815E0
4.541298594E1,-5.746083856E-1,1.662533569E1,9.117119789E0
4.541799062E1,5.363011956E-1,1.662533569E1,1.145386124E1
4.542299531E1,1.723825216E0,1.658702850E1,1.329260826E1
4.542800156E1,3.371036053E0,1.643379974E1,1.405875206E1
4.543300781E1,5.018246651E0,1.662533569E1,1.398213768E1
4.543798125E1,6.282385349E0,1.723825264E1,1.283292103E1
4.544298750E1,6.818686485E0,1.834916115E1,1.118570995E1
4.544799219E1,6.933608055E0,1.930684280E1,9.232041359E0
4.545299844E1,6.818686485E0,2.026452255E1,7.508216381E0
4.545800469E1,6.205770969E0,2.106897545E1,6.435614109E0
4.546300938E1,5.056553841E0,2.179681206E1,6.205770969E0
4.546798438E1,3.600879431E0,2.233311272E1,7.048529625E0
4.547298906E1,1.762132406E0,2.267787933E1,8.695740700E0
4.547799375E1,1.532289088E-1,2.283110809E1,1.041956615E1
4.548300000E1,-1.340752959E0,2.279280090E1,1.225831223E1
4.548800625E1,-2.834734917E0,2.263957214E1,1.379060173E1
4.549301094E1,-4.137180328E0,2.237141991E1,1.501643276E1
4.549798594E1,-5.209783077E0,2.172019768E1,1.559104156E1
4.550299062E1,-5.746084213E0,2.068590355E1,1.555273438E1
4.550799688E1,-5.861005783E0,1.930684280E1,1.520796967E1
4.551300156E1,-5.363011837E0,1.773624611E1,1.440351772E1
4.551800781E1,-4.596867085E0,1.582088470E1,1.313937855E1
4.552298281E1,-3.792415380E0,1.367568016E1,1.153047562E1
4.552798750E1,-2.987963676E0,1.153047562E1,1.011310768E1
4.553299375E1,-2.260126352E0,9.308655739E0,8.542511940E0
4.553800000E1,-1.685518026E0,7.163451672E0,6.971915245E0
4.554300469E1,-1.225831270E0,5.094861031E0,5.401319027E0
4.554800938E1,-7.278373241E-1,3.102885485E0,3.830722809E0
4.555298438E1,-2.681505978E-1,1.417367458E0,2.183511972E0
4.555799062E1,1.532289088E-1,-3.830722719E-2,8.044517636E-1
4.556299531E1,3.064578176E-1,-1.379060149E0,-3.830722719E-2
4.556800156E1,1.915361285E-1,-2.643198729E0,-2.298433632E-1
4.557300625E1,3.830722719E-2,-3.677493811E0,3.830722719E-2
4.557801250E1,-2.298433632E-1,-4.711789131E0,5.363011956E-1
4.558298750E1,-6.895300746E-1,-5.784391403E0,1.647210717E0
4.558799219E1,-1.417367458E0,-6.397306919E0,2.834734917E0
4.559299688E1,-2.106897593E0,-6.933608055E0,3.830722809E0
4.559800313E1,-2.758120298E0,-7.086836815E0,4.673481941E0
4.560300938E1,-3.256114244E0,-7.125144482E0,4.903325081E0
4.560798281E1,-3.754108191E0,-6.933608055E0,4.635174274E0
4.561298906E1,-4.098873138E0,-6.435614109E0,3.945644379E0
4.561799375E1,-4.175487995E0,-5.899312973E0,3.026270866E0
4.562299844E1,-4.175487995E0,-5.363011837E0,2.068590164E0
4.562800469E1,-4.137180328E0,-4.941632271E0,1.187524080E0
4.563301094E1,-4.060565948E0,-4.673481941E0,5.746083856E-1
4.563798438E1,-3.869029999E0,-4.405331135E0,3.830722570E-1
4.564299062E1,-3.600879431E0,-4.175487995E0,2.681505978E-1
4.564799531E1,-3.102885485E0,-4.060565948E0,1.915361285E-1
4.565300156E1,-2.834734917E0,-4.060565948E0,3.830722719E-2
4.565800781E1,-2.566584110E0,-3.983951569E0,3.830722719E-2
4.566301250E1,-2.528276920E0,-4.022258759E0,2.681505978E-1
4.566798750E1,-2.566584110E0,-3.907337189E0,6.129156351E-1
4.567299219E1,-2.566584110E0,-3.715801001E0,1.302445769E0
4.567799844E1,-2.719813108E0,-3.371036053E0,2.221819162E0
4.568300313E1,-2.873042107E0,-2.949656487E0,3.179499865E0
4.568800938E1,-3.256114244E0,-2.336740971E0,4.022258759E0
4.569298281E1,-3.485957623E0,-1.647210717E0,4.903325081E0
4.569798906E1,-3.677493811E0,-9.193734527E-1,5.516240597E0
4.570299375E1,-3.715801001E0,-2.298433632E-1,6.129156113E0
4.570800000E1,-3.869029999E0,3.064578176E-1,6.512228489E0
4.571300625E1,-3.869029999E0,3.064578176E-1,6.512228489E0
4.571801094E1,-3.983951569E0,8.810662031E-1,6.895300865E0
4.572298594E1,-4.175487995E0,1.379060149E0,7.431602001E0
4.572799063E1,-3.983951569E0,1.762132406E0,8.044517517E0
4.573299531E1,-3.677493811E0,2.183511972E0,8.657433510E0
4.573800156E1,-3.256114244E0,2.451662540E0,9.346963882E0
4.574300781E1,-2.758120298E0,2.796427488E0,1.045787334E1
4.574798125E1,-2.260126352E0,3.256114244E0,1.218169785E1
4.575298750E1,-1.762132406E0,4.022258759E0,1.382890892E1
4.575799219E1,-1.493981838E0,5.018246651E0,1.547612000E1
4.576300000E1,-1.187524080E0,6.090848923E0,1.727655983E1
4.576800469E1,-9.193734527E-1,7.278373241E0,1.892377090E1
4.577301094E1,-4.979939461E-1,9.308655739E0,2.156696892E1
4.577798438E1,-4.979939461E-1,9.308655739E0,2.156696892E1
4.578298906E1,-1.532289088E-1,1.022802925E1,2.164358330E1
4.578799375E1,2.681505978E-1,1.084094524E1,2.080082512E1
4.579300156E1,8.810662031E-1,1.164539719E1,1.911530685E1
4.579800625E1,1.647210717E0,1.248815632E1,1.689348793E1
4.580301094E1,2.260126352E0,1.348414421E1,1.463336086E1
4.580798594E1,2.873042107E0,1.474828243E1,1.279461384E1
4.581299219E1,3.217807055E0,1.601242065E1,1.110909557E1
4.581799688E1,3.371036053E0,1.712333107E1,9.768342972E0
4.582300156E1,3.217807055E0,1.800439644E1,8.810662270E0
4.582800781E1,2.873042107E0,1.854069710E1,8.350975990E0
4.583298125E1,2.604891539E0,1.873223495E1,8.580819130E0
4.583798750E1,2.106897593E0,1.892377090E1,9.538499832E0
4.584299219E1,1.800439715E0,1.915361404E1,1.110909557E1
4.584799844E1,1.302445769E0,1.923022842E1,1.329260826E1
4.585300469E1,6.129156351E-1,1.888546371E1,1.547612000E1
4.585800938E1,-3.447650373E-1,1.804270363E1,1.762132454E1
4.586298438E1,-1.034295082E0,1.677856636E1,1.907699966E1
4.586798906E1,-1.340752959E0,1.532289124E1,1.988145065E1
4.587299531E1,-1.340752959E0,1.386721611E1,1.961330032E1
4.587800156E1,-1.302445769E0,1.248815632E1,1.800439644E1
4.588300625E1,-1.225831270E0,1.149216843E1,1.528458405E1
4.588801094E1,-1.034295082E0,1.072602367E1,1.179862595E1
4.589298594E1,-8.810662031E-1,9.921571732E0,7.738059998E0
4.589799063E1,-8.044517636E-1,9.040505409E0,3.485957623E0
4.590299688E1,-9.576807022E-1,8.044517517E0,-5.363011956E-1
4.590800312E1,-8.810662031E-1,7.086836815E0,-4.098873138E0
4.591300938E1,-8.427590132E-1,6.052541733E0,-6.550535679E0
4.591798281E1,-8.044517636E-1,5.171475887E0,-7.814674377E0
4.592298906E1,-8.427590132E-1,4.558559895E0,-7.699752808E0
4.592799375E1,-1.187524080E0,4.022258759E0,-6.358999729E0
4.593300000E1,-1.493981838E0,3.485957623E0,-3.945644379E0
4.593800469E1,-1.953668594E0,2.834734917E0,-1.379060149E0
4.594301094E1,-2.260126352E0,2.298433542E0,9.959878922E-1
4.594798438E1,-2.566584110E0,2.030282974E0,2.911349297E0
4.595299063E1,-2.643198729E0,1.800439715E0,4.060565948E0
4.595799531E1,-2.643198729E0,1.685518026E0,4.596867085E0
4.596300156E1,-2.796427488E0,1.723825216E0,4.213795185E0
4.596800625E1,-2.949656487E0,1.953668594E0,3.102885485E0
4.597298125E1,-2.987963676E0,2.336740971E0,1.723825216E0
4.597798750E1,-2.796427488E0,2.604891539E0,3.064578176E-1
4.598299219E1,-2.604891539E0,2.834734917E0,-9.959878922E-1
4.598799844E1,-2.145204782E0,2.949656487E0,-2.260126352E0
4.599300312E1,-1.379060149E0,2.873042107E0,-3.294421434E0
4.599800938E1,-4.979939461E-1,2.604891539E0,-3.830722809E0
4.600298438E1,4.213795066E-1,2.221819162E0,-3.983951569E0
4.600798750E1,1.417367458E0,1.953668594E0,-3.754108191E0
4.601299375E1,2.413355350E0,1.877054095E0,-3.409343243E0
4.601800000E1,3.141192675E0,1.762132406E0,-2.758120298E0
4.602300469E1,3.677493811E0,1.800439715E0,-1.915361404E0
4.602801094E1,3.869029999E0,1.800439715E0,-1.072602391E0
4.603298594E1,4.060565948E0,1.953668594E0,-1.532289088E-1
4.603799063E1,4.098873138E0,2.375048161E0,6.895300746E-1
4.604299531E1,3.869029999E0,2.834734917E0,1.340752959E0
4.604800156E1,3.639186621E0,3.409343243E0,1.877054095E0
4.605300781E1,3.294421434E0,4.060565948E0,2.336740971E0
4.605798281E1,2.758120298E0,4.788403511E0,2.604891539E0
4.606298750E1,2.106897593E0,5.631162167E0,2.758120298E0
4.606799219E1,1.723825216E0,6.473921299E0,2.911349297E0
4.607299844E1,1.187524080E0,7.354987621E0,2.911349297E0
4.607800312E1,8.810662031E-1,8.197746277E0,2.911349297E0
4.608300938E1,5.363011956E-1,9.002198219E0,2.987963676E0
4.608798281E1,1.915361285E-1,9.653421402E0,3.332728863E0
4.609298906E1,1.915361285E-1,9.653421402E0,3.945644379E0
4.609799531E1,-7.661445439E-2,1.034295177E1,3.907337189E0
4.610300156E1,-3.447650373E-1,1.091755962E1,4.673481941E0
4.610800625E1,-4.596867263E-1,1.126232433E1,5.554547787E0
4.611301094E1,-3.447650373E-1,1.179862595E1,6.320692539E0
4.611798594E1,-7.661445439E-2,1.210508347E1,7.316680431E0
4.612299062E1,2.681505978E-1,1.244984913E1,8.465897560E0
4.612799688E1,7.278373241E-1,1.264138508E1,9.883264542E0
4.613300312E1,1.225831270E0,1.290953541E1,1.172201157E1
4.613800781E1,1.647210717E0,1.325430107E1,1.352245140E1
4.614298125E1,1.800439715E0,1.359906578E1,1.524627686E1
4.614798750E1,1.685518026E0,1.398213768E1,1.677856636E1
4.615299375E1,1.264138460E0,1.440351772E1,1.785116768E1
4.615800000E1,1.034295082E0,1.497812557E1,1.785116768E1
4.616300469E1,1.149216771E0,1.555273438E1,1.639549255E1
4.616801094E1,1.225831270E0,1.628057098E1,1.425028896E1
4.617298438E1,1.187524080E0,1.719994545E1,1.191354752E1
4.617798906E1,1.149216771E0,1.796608925E1,9.998186111E0
4.618299531E1,9.576807022E-1,1.846408272E1,8.887276649E0
4.618800156E1,4.596867263E-1,1.892377090E1,8.542511940E0
4.619300625E1,1.532289088E-1,1.900038528E1,8.848969460E0
4.619801250E1,-3.447650373E-1,1.888546371E1,9.883264542E0
4.620298594E1,-6.895300746E-1,1.850238991E1,1.133893967E1
4.620799062E1,-6.895300746E-1,1.781286049E1,1.279461384E1
4.621299688E1,-6.512228847E-1,1.697010231E1,1.413536644E1
4.621800312E1,-3.064578176E-1,1.612734222E1,1.516966152E1
4.622300781E1,3.830722719E-2,1.509304714E1,1.589749908E1
4.622798281E1,2.298433632E-1,1.402044487E1,1.635718536E1
4.623298906E1,4.596867263E-1,1.306276417E1,1.654872131E1
4.623799375E1,5.363011956E-1,1.206677628E1,1.612734222E1
4.624300000E1,6.129156351E-1,1.110909557E1,1.516966152E1
4.624800469E1,6.512228847E-1,1.034295177E1,1.386721611E1
4.625301094E1,6.512228847E-1,9.423578262E0,1.260307789E1
4.625798438E1,6.129156351E-1,8.159439087E0,1.141555405E1
4.626299062E1,4.596867263E-1,5.171475887E0,9.193734169E0
4.626799531E1,4.596867263E-1,5.171475887E0,9.193734169E0
4.627300469E1,2.681505978E-1,3.754108191E0,8.274360657E0
4.627800938E1,3.830722719E-2,2.451662540E0,7.661445618E0
4.628298125E1,0.000000000E0,1.187524080E0,7.010222435E0
4.628798750E1,-2.298433632E-1,-1.532289088E-1,6.320692539E0
4.629299375E1,-3.830722570E-1,-1.379060149E0,5.669469833E0
4.629799844E1,-6.129156351E-1,-2.451662540E0,5.286397457E0
4.630300469E1,-9.193734527E-1,-3.524264812E0,4.903325081E0
4.630800938E1,-1.187524080E0,-4.405331135E0,4.558559895E0
4.631298438E1,-1.532289028E0,-5.209783077E0,4.137180328E0
4.631798906E1,-1.877054095E0,-5.784391403E0,3.869029999E0
4.632299375E1,-2.298433542E0,-6.090848923E0,3.677493811E0
4.632800000E1,-2.719813108E0,-6.090848923E0,3.371036053E0
4.633300625E1,-3.179499865E0,-5.937620163E0,2.987963676E0
4.633801094E1,-3.562572241E0,-5.822698593E0,2.375048161E0
4.634298594E1,-3.869029999E0,-5.707777023E0,1.570596337E0
4.634799062E1,-4.022258759E0,-5.631162167E0,7.278373241E-1
4.635299531E1,-4.137180328E0,-5.554547787E0,3.830722719E-2
4.635800312E1,-4.290409565E0,-5.516240597E0,-5.746083856E-1
4.636300781E1,-4.328716755E0,-5.363011837E0,-1.034295082E0
4.636798125E1,-4.252102375E0,-5.209783077E0,-1.417367458E0
4.637298750E1,-4.022258759E0,-5.209783077E0,-1.532289028E0
4.637799219E1,-3.754108191E0,-5.209783077E0,-1.187524080E0
4.638299844E1,-3.447650433E0,-5.286397457E0,-8.044517636E-1
4.638800469E1,-3.256114244E0,-5.324704647E0,-7.661445439E-2
4.639301094E1,-2.911349297E0,-5.363011837E0,8.810662031E-1
4.639798438E1,-2.796427488E0,-5.133168221E0,1.877054095E0
4.640298906E1,-2.796427488E0,-4.865017891E0,2.834734917E0
4.640799531E1,-2.949656487E0,-4.520252705E0,3.639186621E0
4.641300156E1,-3.294421434E0,-4.022258759E0,4.405331135E0
4.641800625E1,-3.524264812E0,-3.294421434E0,4.903325081E0
4.642301250E1,-4.022258759E0,-2.528276920E0,5.324704647E0
4.642798594E1,-4.558559895E0,-1.647210717E0,5.554547787E0
4.643299219E1,-5.056553841E0,-8.810662031E-1,5.631162167E0
4.643799688E1,-5.554547787E0,-2.681505978E-1,5.784391403E0
4.644300313E1,-6.014234543E0,4.979939461E-1,5.937620163E0
4.644800781E1,-6.320692539E0,1.034295082E0,6.397306919E0
4.645298281E1,-6.205770969E0,1.379060149E0,7.048529625E0
4.645798750E1,-5.975927353E0,1.455674648E0,7.852981567E0
4.646299219E1,-5.631162167E0,1.225831270E0,8.695740700E0
4.646800000E1,-5.133168221E0,1.187524080E0,1.007480049E1
4.647300469E1,-4.252102375E0,1.264138460E0,1.164539719E1
4.647801094E1,-3.026270866E0,1.532289028E0,1.359906578E1
4.648298438E1,-2.911349297E0,1.532289028E0,1.359906578E1
4.648798906E1,-1.379060149E0,1.991975784E0,1.612734222E1
4.649299531E1,7.661445439E-2,2.758120298E0,1.923022842E1
4.649800156E1,1.187524080E0,4.137180328E0,2.309925842E1
4.650300625E1,1.532289028E0,6.129156113E0,2.677675247E1
4.650801250E1,1.302445769E0,8.350975990E0,2.968810081E1
4.651298750E1,6.512228847E-1,1.045787334E1,3.099054718E1
4.651799219E1,-3.064578176E-1,1.244984913E1,3.033932304E1
4.652299688E1,-1.379060149E0,1.448013210E1,2.853888512E1
4.652800313E1,-2.566584110E0,1.662533569E1,2.627875710E1
4.653300781E1,-3.792415380E0,1.854069710E1,2.444001007E1
4.653798281E1,-4.903325081E0,2.014960098E1,2.317587280E1
4.654298906E1,-5.707777023E0,2.141374016E1,2.244803429E1
4.654799375E1,-6.129156113E0,2.183511925E1,2.217988396E1
4.655300000E1,-6.052541733E0,2.145204735E1,2.221819115E1
4.655800625E1,-5.631162167E0,2.053267288E1,2.263957214E1
4.656301094E1,-5.171475887E0,1.900038528E1,2.298433685E1
4.656798438E1,-4.443638325E0,1.719994545E1,2.309925842E1
4.657299062E1,-3.562572241E0,1.543781281E1,2.256295776E1
4.657799531E1,-2.681505919E0,1.375229454E1,2.129881859E1
4.658300156E1,-1.838746905E0,1.225831223E1,1.984314346E1
4.658800781E1,-1.072602391E0,1.091755962E1,1.808101082E1
4.659298281E1,-1.915361285E-1,9.653421402E0,1.612734222E1
4.659798750E1,7.278373241E-1,8.465897560E0,1.390552330E1
4.660299219E1,1.302445769E0,7.393294811E0,1.187524033E1
4.660799844E1,1.838746905E0,6.435614109E0,9.806650162E0
4.661300313E1,2.375048161E0,5.746084213E0,7.776367188E0
4.661800938E1,2.719813108E0,5.018246651E0,5.899312973E0
4.662298438E1,2.873042107E0,4.443638325E0,4.328716755E0
4.662798906E1,2.719813108E0,4.098873138E0,2.911349297E0
4.663299531E1,2.413355350E0,3.983951569E0,1.762132406E0
4.663800000E1,1.991975784E0,4.060565948E0,1.072602391E0
4.664300625E1,1.608903527E0,4.060565948E0,3.447650373E-1
4.664801094E1,1.455674648E0,3.945644379E0,-1.532289088E-1
4.665298594E1,1.225831270E0,3.792415380E0,-8.044517636E-1
4.665799063E1,1.072602391E0,3.409343243E0,-1.302445769E0
4.666299688E1,9.576807022E-1,3.102885485E0,-1.762132406E0
4.666800313E1,9.193734527E-1,2.911349297E0,-1.991975784E0
4.667300781E1,8.044517636E-1,2.758120298E0,-2.183511972E0
4.667798281E1,7.661445141E-1,2.489969730E0,-2.298433542E0
4.668298750E1,8.427590132E-1,2.030282974E0,-2.375048161E0
4.668799219E1,9.959878922E-1,1.570596337E0,-2.451662540E0
4.669299844E1,1.110909581E0,1.340752959E0,-2.413355350E0
4.669800469E1,1.264138460E0,9.959878922E-1,-2.489969730E0
4.670300938E1,1.570596337E0,8.044517636E-1,-2.566584110E0
4.670798438E1,1.838746905E0,6.512228847E-1,-2.643198729E0
4.671298906E1,2.106897593E0,7.278373241E-1,-2.796427488E0
4.671799531E1,2.221819162E0,9.576807022E-1,-3.026270866E0
4.672300156E1,2.528276920E0,1.225831270E0,-3.217807055E0
4.672800625E1,2.643198729E0,1.570596337E0,-3.447650433E0
4.673301250E1,2.758120298E0,1.915361404E0,-3.639186621E0
4.673798594E1,2.873042107E0,2.183511972E0,-3.677493811E0
4.674299219E1,3.179499865E0,2.413355350E0,-3.715801001E0
4.674799688E1,3.294421434E0,2.566584110E0,-3.524264812E0
4.675300313E1,3.485957623E0,2.796427488E0,-3.256114244E0
4.675800781E1,3.562572241E0,3.141192675E0,-2.949656487E0
4.676298281E1,3.562572241E0,3.447650433E0,-2.489969730E0
4.676798906E1,3.294421434E0,4.060565948E0,-1.953668594E0
4.677300000E1,3.026270866E0,4.596867085E0,-1.302445769E0
4.677800000E1,2.643198729E0,5.286397457E0,-5.746083856E-1
4.678300469E1,2.183511972E0,5.899312973E0,1.915361285E-1
4.678801094E1,1.762132406E0,6.550535679E0,1.187524080E0
4.679298438E1,1.340752959E0,7.354987621E0,2.260126352E0
4.679799063E1,9.959878922E-1,8.312667847E0,3.217807055E0
4.680299688E1,6.895300746E-1,9.078812599E0,3.983951569E0
4.680800156E1,7.278373241E-1,9.576807022E0,4.481945515E0
4.681300625E1,9.193734527E-1,1.003649330E1,4.865017891E0
4.681801250E1,9.959878922E-1,1.049618053E1,5.286397457E0
4.682298750E1,1.340752959E0,1.099417400E1,5.937620163E0
4.682799219E1,1.455674648E0,1.156878281E1,7.125144482E0
4.683299844E1,1.647210717E0,1.222000504E1,9.040505409E0
4.683800312E1,1.838746905E0,1.298614979E1,1.172201157E1
4.684300781E1,1.877054095E0,1.379060173E1,1.497812557E1
4.684798281E1,1.991975784E0,1.474828243E1,1.808101082E1
4.685298906E1,2.336740971E0,1.551442719E1,2.041775131E1
4.685799375E1,3.256114244E0,1.605072784E1,2.137543297E1
4.686300000E1,3.256114244E0,1.605072784E1,2.076251793E1
4.686800625E1,4.175487995E0,1.670195198E1,2.083913231E1
4.687301094E1,5.056553841E0,1.727655983E1,1.869392776E1
4.687798594E1,5.707777023E0,1.808101082E1,1.482489681E1
4.688299063E1,6.167463779E0,1.884715652E1,1.034295177E1
4.688799688E1,6.703764915E0,1.991975784E1,5.822698593E0
4.689300156E1,6.933608055E0,2.133712578E1,2.030282974E0
4.689800781E1,6.742072105E0,2.267787933E1,0.000000000E0
4.690298125E1,5.975927353E0,2.375048065E1,3.447650373E-1
4.690798750E1,4.750096321E0,2.401863098E1,2.911349297E0
4.691299219E1,3.639186621E0,2.332910156E1,7.048529625E0
4.691799844E1,2.566584110E0,2.160527611E1,1.130063248E1
4.692300469E1,2.221819162E0,1.907699966E1,1.455674648E1
4.692800938E1,2.413355350E0,1.608903503E1,1.643379974E1
4.693298438E1,3.332728863E0,1.325430107E1,1.716163826E1
4.693798906E1,4.673481941E0,1.068771648E1,1.689348793E1
4.694299531E1,6.090848923E0,8.350975990E0,1.593580627E1
4.694800000E1,7.163451672E0,6.129156113E0,1.459505367E1
4.695300625E1,7.814674377E0,4.290409565E0,1.306276417E1
4.695801250E1,8.121131897E0,2.834734917E0,1.168370438E1
4.696298594E1,7.967903137E0,1.647210717E0,1.041956615E1
4.696799063E1,7.240066051E0,6.895300746E-1,9.538499832E0
4.697299688E1,5.899312973E0,1.149216816E-1,8.810662270E0
4.697800312E1,4.405331135E0,-2.298433632E-1,8.274360657E0
4.698300781E1,2.834734917E0,-4.213795066E-1,7.661445618E0
4.698798281E1,1.302445769E0,-6.129156351E-1,6.933608055E0
4.699298906E1,-2.298433632E-1,-7.278373241E-1,6.244078159E0
4.699799219E1,-1.685518026E0,-1.034295082E0,5.592854977E0
4.700299844E1,-2.834734917E0,-1.570596337E0,5.209783077E0
4.700800469E1,-3.907337189E0,-2.183511972E0,5.018246651E0
4.701300938E1,-4.596867085E0,-2.758120298E0,4.941632271E0
4.701798438E1,-5.133168221E0,-3.409343243E0,4.865017891E0
4.702298906E1,-5.439626217E0,-4.022258759E0,4.826710701E0
4.702799531E1,-5.669469833E0,-4.596867085E0,4.750096321E0
4.703300156E1,-5.784391403E0,-4.979939461E0,4.558559895E0
4.703800625E1,-5.899312973E0,-5.209783077E0,4.328716755E0
4.704301094E1,-5.784391403E0,-5.171475887E0,4.175487995E0
4.704798594E1,-5.516240597E0,-5.056553841E0,4.098873138E0
4.705299062E1,-5.439626217E0,-4.826710701E0,3.869029999E0
4.705799688E1,-5.286397457E0,-4.520252705E0,3.485957623E0
4.706300312E1,-5.133168221E0,-4.137180328E0,3.026270866E0
4.706800938E1,-5.133168221E0,-3.677493811E0,2.336740971E0
4.707298281E1,-5.018246651E0,-3.294421434E0,1.685518026E0
4.707798906E1,-4.903325081E0,-2.834734917E0,1.034295082E0
4.708299375E1,-4.673481941E0,-2.413355350E0,3.064578176E-1
4.708800000E1,-4.367023945E0,-2.145204782E0,-5.746083856E-1
4.709300469E1,-4.137180328E0,-1.838746905E0,-1.455674648E0
4.709801094E1,-3.792415380E0,-1.570596337E0,-2.030282974E0
4.710298438E1,-3.332728863E0,-1.302445769E0,-2.528276920E0
4.710799063E1,-2.949656487E0,-1.187524080E0,-2.566584110E0
4.711299531E1,-2.643198729E0,-1.110909581E0,-2.336740971E0
4.711800156E1,-2.566584110E0,-8.810662031E-1,-1.225831270E0
4.712300781E1,-2.604891539E0,-8.044517636E-1,3.447650373E-1
4.712801250E1,-2.834734917E0,-7.278373241E-1,1.915361404E0
4.713298750E1,-3.102885485E0,-6.129156351E-1,3.715801001E0
4.713799219E1,-3.371036053E0,-3.830722570E-1,5.592854977E0
4.714299688E1,-3.600879431E0,-1.149216816E-1,7.393294811E0
4.714800469E1,-3.945644379E0,2.681505978E-1,8.695740700E0
4.715300938E1,-3.983951569E0,8.810662031E-1,9.691728592E0
4.715798281E1,-3.907337189E0,1.800439715E0,1.022802925E1
4.716298906E1,-3.600879431E0,3.026270866E0,1.057279491E1
4.716799375E1,-3.371036053E0,4.520252705E0,1.072602367E1
4.717300000E1,-3.064578056E0,6.014234543E0,1.110909557E1
4.717800469E1,-2.489969730E0,7.469909191E0,1.172201157E1
4.718301094E1,-1.723825216E0,8.619126320E0,1.271799946E1
4.718798594E1,-8.810662031E-1,9.653421402E0,1.348414421E1
4.719299062E1,7.661445439E-2,1.057279491E1,1.405875206E1
4.719799688E1,1.264138460E0,1.110909557E1,1.436521053E1
4.720300156E1,2.719813108E0,1.141555405E1,1.459505367E1
4.720800781E1,4.328716755E0,1.195185471E1,1.482489681E1
4.721298125E1,5.784391403E0,1.264138508E1,1.497812557E1
4.721798750E1,6.780379295E0,1.336922264E1,1.509304714E1
4.722299219E1,7.316680431E0,1.409705925E1,1.520796967E1
4.722799844E1,7.738059998E0,1.497812557E1,1.509304714E1
4.723300469E1,8.274360657E0,1.582088470E1,1.497812557E1
4.723800938E1,8.082824707E0,1.647210693E1,1.551442719E1
4.724298281E1,7.469909191E0,1.708502388E1,1.674025917E1
4.724798906E1,6.971915245E0,1.681687355E1,1.796608925E1
4.725299375E1,5.324704647E0,1.681687355E1,1.815762520E1
4.725800156E1,3.485957623E0,1.681687355E1,1.923022842E1
4.726300625E1,-2.298433632E-1,1.662533569E1,1.930684280E1
4.726801250E1,-2.298433632E-1,1.662533569E1,1.930684280E1
4.727298750E1,-1.762132406E0,1.628057098E1,1.873223495E1
4.727799062E1,-2.873042107E0,1.578257751E1,1.800439644E1
4.728299688E1,-3.983951569E0,1.513135433E1,1.681687355E1
4.728800156E1,-4.979939461E0,1.451843929E1,1.555273438E1
4.729300781E1,-5.746084213E0,1.382890892E1,1.428859615E1
4.729798281E1,-6.320692539E0,1.336922264E1,1.302445698E1
4.730298750E1,-6.703764915E0,1.290953541E1,1.153047562E1
4.730799375E1,-6.818686485E0,1.241154194E1,9.959878922E0
4.731300000E1,-6.550535679E0,1.187524033E1,7.891288757E0
4.731800469E1,-5.784391403E0,1.122401714E1,5.746084213E0
4.732301094E1,-4.979939461E0,1.049618053E1,3.562572241E0
4.732798438E1,-4.098873138E0,9.538499832E0,1.570596337E0
4.733298906E1,-3.179499865E0,8.236053467E0,-1.915361285E-1
4.733799531E1,-2.221819162E0,6.933608055E0,-1.417367458E0
4.734300156E1,-1.379060149E0,5.554547787E0,-2.221819162E0
4.734800625E1,-6.512228847E-1,4.290409565E0,-2.336740971E0
4.735301250E1,-7.661445439E-2,3.179499865E0,-1.915361404E0
4.735798594E1,1.532289088E-1,2.068590164E0,-1.264138460E0
4.736299219E1,3.064578176E-1,1.225831270E0,-4.596867263E-1
4.736799688E1,2.298433632E-1,6.512228847E-1,5.746083856E-1
4.737300313E1,-1.149216816E-1,1.915361285E-1,1.685518026E0
4.737800938E1,-5.363011956E-1,-7.661445439E-2,2.987963676E0
4.738298281E1,-1.149216771E0,-3.830722719E-2,4.022258759E0
4.738798750E1,-1.302445769E0,1.149216816E-1,4.826710701E0
4.739299375E1,-1.340752959E0,3.447650373E-1,5.133168221E0
4.739800000E1,-1.379060149E0,5.746083856E-1,5.056553841E0
4.740300469E1,-1.417367458E0,8.810662031E-1,4.596867085E0
4.740801094E1,-1.455674648E0,1.225831270E0,3.754108191E0
4.741298438E1,-1.379060149E0,1.685518026E0,2.873042107E0
4.741799062E1,-1.225831270E0,2.030282974E0,1.953668594E0
4.742299531E1,-1.034295082E0,2.451662540E0,1.187524080E0
4.742800156E1,-7.278373241E-1,2.834734917E0,4.979939461E-1
